Name,Date,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,2.0,65.0,90.0,22.0,6.0,79.0,67.0,12.0,26.0,7.0,1.0,3.0,3.0,3.0,0.0,-3.0,3.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,5.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,69.0,78.0,72.0,74.0,22.0,50.0,5.0,23.0,22.0,2.0,-3.0,2.0,-2.0,-1.0,-3.0,3.0,-3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,2.0,3.0,55.0,77.0,96.0,61.0,30.0,68.0,86.0,20.0,92.0,-1.0,-1.0,-3.0,-1.0,-3.0,1.0,0.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,5.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,38.0,95.0,45.0,73.0,87.0,71.0,22.0,13.0,73.0,-3.0,-2.0,1.0,0.0,1.0,2.0,3.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,5.0,3.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,4.0,59.0,59.0,43.0,34.0,87.0,98.0,83.0,74.0,3.0,-2.0,3.0,0.0,0.0,-3.0,0.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,19.0,72.0,53.0,9.0,60.0,23.0,71.0,41.0,48.0,0.0,-1.0,-3.0,-2.0,-3.0,3.0,0.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,3.0,5.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,75.0,64.0,45.0,33.0,18.0,49.0,48.0,23.0,71.0,0.0,1.0,-3.0,-2.0,-1.0,-3.0,1.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,3.0,5.0,43.0,49.0,93.0,95.0,28.0,27.0,75.0,7.0,62.0,2.0,-2.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,3.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,65.0,52.0,26.0,84.0,83.0,92.0,86.0,66.0,48.0,-1.0,1.0,3.0,-3.0,2.0,-2.0,3.0,-3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,4.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,67.0,4.0,61.0,16.0,43.0,66.0,37.0,15.0,95.0,-3.0,-1.0,-2.0,-2.0,2.0,-2.0,1.0,-3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,4.0,2.0,2.0,4.0,5.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,35.0,34.0,93.0,54.0,99.0,24.0,80.0,6.0,77.0,-1.0,3.0,3.0,-2.0,3.0,-1.0,0.0,-3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,98.0,24.0,6.0,47.0,35.0,47.0,38.0,36.0,98.0,-1.0,-3.0,-1.0,-2.0,-1.0,-2.0,2.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,16.0,52.0,91.0,45.0,81.0,63.0,5.0,32.0,9.0,0.0,-1.0,3.0,3.0,1.0,-3.0,2.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,41.0,18.0,67.0,26.0,69.0,12.0,59.0,61.0,100.0,-3.0,-1.0,2.0,-3.0,2.0,1.0,-2.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,15.0,44.0,52.0,72.0,55.0,47.0,75.0,21.0,-2.0,-2.0,0.0,-1.0,0.0,3.0,1.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,51.0,78.0,61.0,33.0,67.0,50.0,89.0,9.0,2.0,-3.0,-1.0,1.0,0.0,1.0,-2.0,-3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,5.0,19.0,87.0,42.0,69.0,92.0,18.0,24.0,6.0,100.0,-1.0,-1.0,3.0,0.0,-2.0,2.0,-2.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,3.0,1.0,2.0,5.0,2.0,5.0,1.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,80.0,72.0,44.0,66.0,10.0,65.0,44.0,25.0,33.0,-3.0,-3.0,3.0,-2.0,-1.0,1.0,1.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,44.0,48.0,2.0,24.0,92.0,13.0,1.0,51.0,74.0,-2.0,2.0,2.0,3.0,-3.0,2.0,1.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,13.0,99.0,97.0,68.0,27.0,95.0,55.0,3.0,38.0,-1.0,3.0,-1.0,1.0,0.0,2.0,2.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,41.0,55.0,74.0,40.0,96.0,26.0,6.0,16.0,60.0,1.0,-1.0,0.0,-1.0,1.0,0.0,3.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,97.0,63.0,38.0,77.0,70.0,1.0,18.0,59.0,44.0,0.0,1.0,3.0,1.0,1.0,0.0,-1.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,5.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,27.0,80.0,39.0,92.0,50.0,33.0,14.0,98.0,56.0,-3.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,79.0,71.0,6.0,14.0,24.0,25.0,78.0,43.0,75.0,1.0,-3.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,3.0,2.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,58.0,59.0,42.0,32.0,72.0,54.0,100.0,56.0,58.0,-1.0,0.0,2.0,-1.0,3.0,0.0,2.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,75.0,28.0,70.0,14.0,82.0,67.0,62.0,61.0,22.0,1.0,-1.0,1.0,3.0,-1.0,-1.0,2.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,45.0,63.0,6.0,91.0,11.0,93.0,41.0,22.0,71.0,1.0,3.0,0.0,-2.0,1.0,-1.0,2.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,18.0,84.0,96.0,35.0,38.0,60.0,83.0,85.0,29.0,1.0,1.0,1.0,3.0,-1.0,-1.0,1.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,43.0,84.0,13.0,68.0,81.0,47.0,34.0,11.0,93.0,-2.0,-1.0,3.0,-1.0,-3.0,3.0,-2.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,13.0,30.0,77.0,99.0,100.0,72.0,58.0,75.0,85.0,1.0,-1.0,1.0,0.0,-3.0,2.0,2.0,-3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,39.0,58.0,6.0,53.0,99.0,24.0,59.0,46.0,32.0,-1.0,-2.0,3.0,-1.0,-1.0,0.0,-3.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,86.0,73.0,19.0,54.0,42.0,82.0,44.0,20.0,89.0,1.0,3.0,2.0,0.0,1.0,2.0,-2.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,41.0,67.0,7.0,22.0,59.0,87.0,97.0,31.0,48.0,-2.0,1.0,-2.0,2.0,-2.0,-2.0,0.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,5.0,84.0,24.0,70.0,63.0,89.0,30.0,60.0,40.0,56.0,0.0,-3.0,-2.0,3.0,1.0,0.0,-1.0,3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,99.0,87.0,100.0,19.0,3.0,26.0,38.0,80.0,78.0,-1.0,3.0,1.0,1.0,1.0,-2.0,-3.0,3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,35.0,96.0,72.0,58.0,65.0,67.0,25.0,43.0,28.0,1.0,3.0,-1.0,-2.0,-2.0,-2.0,-3.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,29.0,61.0,93.0,63.0,68.0,86.0,14.0,69.0,2.0,-3.0,1.0,3.0,-3.0,0.0,2.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,80.0,20.0,35.0,13.0,34.0,34.0,5.0,80.0,76.0,1.0,3.0,-3.0,-2.0,0.0,0.0,-2.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,22.0,55.0,3.0,62.0,68.0,74.0,59.0,19.0,73.0,3.0,0.0,-3.0,-2.0,-1.0,2.0,0.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,65.0,23.0,47.0,9.0,33.0,7.0,43.0,34.0,38.0,1.0,3.0,2.0,0.0,-2.0,0.0,1.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,5.0,4.0,1.0,5.0,2.0,1.0,3.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,68.0,48.0,2.0,68.0,42.0,77.0,16.0,18.0,41.0,-1.0,-1.0,-1.0,3.0,-1.0,0.0,-2.0,2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,73.0,28.0,68.0,49.0,8.0,28.0,49.0,72.0,27.0,-3.0,3.0,0.0,2.0,2.0,-1.0,-1.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,65.0,62.0,68.0,40.0,8.0,30.0,58.0,4.0,58.0,-2.0,2.0,-2.0,3.0,-2.0,0.0,2.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,65.0,92.0,55.0,6.0,96.0,97.0,72.0,56.0,20.0,-3.0,-1.0,3.0,1.0,0.0,2.0,-3.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,71.0,3.0,18.0,77.0,9.0,40.0,64.0,82.0,58.0,-1.0,-3.0,-3.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,63.0,92.0,91.0,87.0,80.0,75.0,37.0,47.0,68.0,3.0,-1.0,-3.0,-3.0,1.0,1.0,0.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,3.0,3.0,4.0,1.0,37.0,33.0,74.0,69.0,32.0,52.0,53.0,10.0,50.0,-1.0,1.0,0.0,1.0,0.0,-3.0,-2.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,63.0,37.0,59.0,7.0,71.0,42.0,69.0,81.0,61.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,81.0,17.0,12.0,55.0,85.0,63.0,53.0,6.0,91.0,0.0,2.0,3.0,-2.0,-1.0,-3.0,-3.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,33.0,84.0,39.0,76.0,75.0,58.0,75.0,65.0,1.0,-1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,79.0,21.0,8.0,86.0,11.0,14.0,1.0,35.0,5.0,3.0,1.0,0.0,-2.0,0.0,2.0,-1.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,89.0,83.0,85.0,12.0,12.0,70.0,4.0,28.0,93.0,-3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,4.0,2.0,3.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,24.0,48.0,11.0,67.0,93.0,4.0,57.0,15.0,73.0,2.0,3.0,2.0,0.0,-2.0,-3.0,-1.0,-3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,84.0,36.0,1.0,17.0,34.0,35.0,89.0,16.0,69.0,3.0,-3.0,1.0,-1.0,0.0,1.0,-3.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,57.0,61.0,6.0,86.0,71.0,87.0,50.0,87.0,97.0,-3.0,1.0,-2.0,0.0,2.0,2.0,2.0,-2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,70.0,59.0,5.0,45.0,98.0,57.0,63.0,12.0,40.0,-1.0,-1.0,2.0,0.0,0.0,0.0,3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,5.0,2.0,5.0,23.0,83.0,88.0,89.0,26.0,11.0,87.0,8.0,11.0,-3.0,3.0,3.0,-3.0,-1.0,0.0,-3.0,-2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,11.0,43.0,100.0,27.0,47.0,48.0,1.0,68.0,52.0,1.0,3.0,2.0,1.0,-3.0,-2.0,3.0,3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,63.0,31.0,96.0,76.0,6.0,96.0,77.0,55.0,96.0,2.0,-2.0,-3.0,1.0,0.0,-2.0,1.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,68.0,49.0,14.0,17.0,51.0,85.0,18.0,14.0,60.0,-3.0,-3.0,-1.0,-2.0,0.0,1.0,-3.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,30.0,39.0,93.0,64.0,86.0,43.0,50.0,12.0,98.0,3.0,1.0,3.0,0.0,-2.0,-2.0,0.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,4.0,3.0,3.0,5.0,2.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,51.0,86.0,60.0,30.0,90.0,79.0,86.0,77.0,17.0,3.0,0.0,-3.0,-1.0,-1.0,-2.0,3.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,1.0,68.0,25.0,26.0,22.0,22.0,20.0,7.0,92.0,2.0,-2.0,3.0,-3.0,1.0,1.0,0.0,-3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,1.0,96.0,56.0,87.0,14.0,65.0,59.0,56.0,84.0,17.0,-3.0,1.0,0.0,-2.0,-2.0,2.0,3.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,5.0,59.0,86.0,59.0,40.0,67.0,8.0,94.0,83.0,88.0,-1.0,-3.0,2.0,3.0,0.0,3.0,-3.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,4.0,1.0,2.0,3.0,60.0,100.0,69.0,83.0,95.0,87.0,89.0,91.0,71.0,2.0,-3.0,-1.0,-3.0,1.0,-3.0,-3.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,42.0,48.0,78.0,76.0,17.0,50.0,56.0,4.0,49.0,2.0,0.0,1.0,-1.0,-2.0,-1.0,2.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,36.0,62.0,56.0,31.0,94.0,27.0,31.0,61.0,73.0,-1.0,-1.0,0.0,-2.0,1.0,-1.0,-2.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,56.0,62.0,51.0,4.0,6.0,32.0,82.0,44.0,59.0,-1.0,0.0,2.0,0.0,-3.0,3.0,-2.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,40.0,90.0,86.0,46.0,71.0,76.0,33.0,46.0,77.0,-1.0,0.0,2.0,3.0,0.0,0.0,1.0,-3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,1.0,78.0,73.0,76.0,60.0,13.0,33.0,17.0,13.0,94.0,3.0,-1.0,-3.0,-3.0,3.0,3.0,-3.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,80.0,83.0,24.0,81.0,47.0,100.0,85.0,60.0,100.0,-1.0,-1.0,-2.0,3.0,1.0,0.0,3.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,3.0,12.0,4.0,66.0,98.0,79.0,90.0,39.0,81.0,57.0,3.0,-2.0,2.0,-1.0,-3.0,-2.0,-3.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,1.0,24.0,62.0,14.0,71.0,23.0,8.0,7.0,83.0,36.0,0.0,-1.0,2.0,3.0,-3.0,0.0,-2.0,-3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,5.0,3.0,1.0,3.0,4.0,67.0,14.0,91.0,63.0,26.0,31.0,30.0,84.0,50.0,1.0,3.0,0.0,0.0,-3.0,-1.0,-3.0,0.0,0.0
